id,popularity,original_title,cast,director,runtime,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,month,day
11804,0.463596,White Noise,Michael Keaton|Chandra West|Deborah Kara Unger|Ian McNeice|Keegan Connor Tracy,Geoffrey Sax,101.0,Universal Pictures|Brightlight Pictures|Endgame Entertainment|The Movie Network (TMN)|Canadian Film or Video Production Tax Credit (CPTC),125,5.5,2005,11165632.8965449,101826573.603349,1,7
9270,0.45648,Brick,Joseph Gordon-Levitt|Emilie de Ravin|Nora Zehetner|Lukas Haas|Richard Roundtree,Rian Johnson,110.0,Bergman Lustig productions,177,6.8,2005,530367.562585884,4376095.13923153,1,30
12700,0.453059,Dominion: Prequel to the Exorcist,Stellan SkarsgÃ¥rd|Gabriel Mann|Clara Bellar|Billy Crawford|Ralph Brown,Paul Schrader,117.0,Morgan Creek Productions,38,4.6,2005,33496898.689634804,280810.084531656,5,20
11400,0.44962700000000005,The New World,Colin Farrell|Q'orianka Kilcher|Christopher Plummer|Christian Bale|August Schellenberg,Terrence Malick,135.0,New Line Cinema|First Foot Films|Sunflower Productions|Sarah Green Film|The Virginia Company LLC,157,6.1,2005,33496898.689634804,34095391.128212295,12,25
1951,0.449064,Manderlay,Bryce Dallas Howard|Isaach De BankolÃ©|Danny Glover|Willem Dafoe|MichaÃ«l Abiteboul,Lars von Trier,139.0,Zentropa Entertainments|Danmarks Radio (DR)|Arte|Memfis Film|Isabella Films BV,33,6.9,2005,15855198.713093802,753588.6623270309,5,16
11459,0.444301,Sky High,Michael Angarano|Kurt Russell|Kelly Preston|Danielle Panabaker|Kevin Heffernan,Mike Mitchell,100.0,Walt Disney Pictures|Gunn Films|Max Stronghold Productions Inc.,292,5.8,2005,39079715.1379072,96437364.76325,7,29
9813,0.44309399999999893,The Quiet,Elisha Cuthbert|Camilla Belle|Edie Falco|Martin Donovan|Shawn Ashmore,Jamie Babbit,96.0,Destination Films,34,5.6,2005,1004906.96068904,425879.569940017,9,12
11460,0.44192700000000007,Red Eye,Rachel McAdams|Cillian Murphy|Brian Cox|Jayma Mays|Laura Johnson,Wes Craven,85.0,DreamWorks SKG|Craven-Maddalena Films|BenderSpink,225,6.1,2005,29030645.531016804,64639862.0017099,8,4
340,0.42232,Everything is Illuminated,Elijah Wood|Eugene Hutz|Boris Leskin|Jana Hrabetova|Jonathan Safran Foer,Liev Schreiber,106.0,Big Beach Productions|Stillking Films|Warner Independent Pictures (WIP)|Telegraph Films,130,7.4,2005,7815943.02758145,3012409.59605754,9,16
17113,0.406323,The Ballad of Jack and Rose,Daniel Day-Lewis|Camilla Belle|Catherine Keener|Ryan McDonald|Paul Dano,Rebecca Miller,111.0,Elevation Filmworks|Initial Entertainment Group (IEG)|IFC Productions|Jack and Rose Productions,22,6.4,2005,1674844.93448174,795321.331841158,3,25
13499,0.40582199999999996,"Yours, Mine & Ours",Dennis Quaid|Rene Russo|Sean Faris|Katija Pevec|Dean Collins,Raja Gosnell,90.0,Paramount Pictures|Columbia Pictures Corporation|Nickelodeon Movies|O.N.C. Entertainment|Robert Simonds Productions,144,5.7,2005,50245348.0344522,80424660.2828277,11,23
14057,0.39470900000000003,Trust the Man,David Duchovny|Julianne Moore|Billy Crudup|Maggie Gyllenhaal|Justin Bartha,Bart Freundlich,103.0,Trust the Man LLC,15,4.6,2005,10049069.6068904,0.0,9,1
9899,0.39084800000000003,The Producers,Matthew Broderick|Uma Thurman|Will Ferrell|Eileen Essell|Gary Beach,Susan Stroman,134.0,Sony Pictures|Gaumont Columbia Tristar Films,84,5.9,2005,50245348.0344522,42494539.726372704,12,25
14375,0.387304,Romanzo criminale,Stefano Accorsi|Kim Rossi Stuart|Pierfrancesco Favino|Claudio Santamaria|Riccardo Scamarcio,Michele Placido,152.0,Warner Bros.|Cattleya|Aquarius Films|Babe Film,56,6.9,2005,913815.4943924509,5416720.95955662,9,30
10476,0.37806999999999996,Hustle & Flow,Terrence Howard|Anthony Anderson|Taryn Manning|Taraji P. Henson|Elise Neal,Craig Brewer,116.0,MTV Films,50,6.2,2005,8932506.31723595,24789531.7278716,7,22
546,0.374704,Transamerica,Felicity Huffman|Kevin Zegers|Elizabeth PeÃ±a|Danny Burstein|Maurice Orozco,Duncan Tucker,103.0,IFC Films|The Weinstein Company,65,6.5,2005,1116563.28965449,14906531.928741299,12,23
12142,0.370396,Alone in the Dark,Christian Slater|Tara Reid|Stephen Dorff|Frank C. Turner|Matthew Walker,Uwe Boll,96.0,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Lionsgate|Infogrames Entertainment,74,3.5,2005,22331265.7930898,11660056.0537102,1,28
8968,0.369596,Boogeyman,Emily Deschanel|Barry Watson|Skye McCole Bartusiak|Lucy Lawless|Tory Mussett,Stephen Kay,89.0,Ghost House Pictures|Senator International|Screen Gems|Pacific Renaissance Pictures Ltd.,91,4.5,2005,22331265.7930898,75025079.68633051,2,4
1826,0.367248,Les PoupÃ©es Russes,Romain Duris|Kelly Reilly|Audrey Tautou|CÃ©cile De France|Kevin Bishop,CÃ©dric Klapisch,129.0,StudioCanal|TPS CinÃ©ma|Lunar Films|Canal+|Ce Qui Me Meut Motion Pictures,106,6.7,2005,14515322.765508402,26493033.2591823,6,15
11559,0.36373,Tideland,Jodelle Ferland|Janet McTeer|Jennifer Tilly|Jeff Bridges|Brendan Fletcher,Terry Gilliam,120.0,Recorded Picture Company (RPC),66,6.0,2005,13398759.4758539,0.0,9,9
27594,0.351378,The Best Man,Stuart Townsend|Seth Green|Amy Smart|Simon Callow|Kate Ashfield,Stefan Schwartz,96.0,Endgame Entertainment|Surefire Film Productions|Redbus Pictures|Film Consortium|Best Man Filmproduktions,12,5.8,2005,12282196.1861994,0.0,7,9
17455,0.347958,Hellraiser: Deader,Kari Wuhrer|Paul Rhys|Simon Kunz|Marc Warren|Georgina Rylance,Rick Bota,88.0,Castel Film Romania|Neo Art & Logic|Stan Winston Productions|Dimension Films,27,4.6,2005,4466253.15861797,0.0,6,7
29293,0.344046,House of the Dead 2,Emmanuelle Vaugier|Ed Quinn|Kirk Jones|Victoria Pratt|Theo Rossi,Michael Hurst,95.0,Lions Gate Films,13,3.8,2005,6699379.73792696,0.0,10,14
12699,0.333513,Hellraiser: Hellworld,Stelian Urian|Katheryn Winnick|Anna Tolputt|Khary Payton|Henry Cavill,Rick Bota,91.0,Miramax Films|Castel Film Romania|Dimension Films,21,4.5,2005,5582816.44827246,0.0,9,6
9042,0.332997,The Cave,Cole Hauser|Eddie Cibrian|Morris Chestnut|Lena Headey|Piper Perabo,Bruce Hunt,97.0,Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Screen Gems|Cineblue Internationale Filmproduktionsgesellschaft|City Productions,111,5.2,2005,33496898.689634804,16757371.802065,8,25
1833,0.33061799999999997,Rent,Anthony Rapp|Adam Pascal|Rosario Dawson|Jesse L. Martin|Wilson Jermaine Heredia,Chris Columbus,135.0,Columbia Pictures|1492 Pictures|Revolution Studios,89,6.5,2005,44662531.5861797,35362251.6525974,11,23
15124,0.32702600000000004,A Little Trip to Heaven,Forest Whitaker|Julia Stiles|Peter Coyote|Jeremy Renner|Iddo Goldberg,Baltasar KormÃ¡kur,98.0,Blueeyes Productions|Pink Productions,12,5.1,2005,13398759.4758539,0.0,12,26
10707,0.326577,The Squid and the Whale,Jeff Daniels|Laura Linney|Jesse Eisenberg|Owen Kline|William Baldwin,Noah Baumbach,81.0,Destination Films|Samuel Goldwyn Films|Sony Pictures International,118,6.7,2005,1674844.93448174,12391765.6583765,10,5
9729,0.476555,Where the Truth Lies,Kevin Bacon|Colin Firth|Alison Lohman|David Hayman|Rachel Blanchard,Atom Egoyan,107.0,Serendipity Point Films,29,5.8,2005,27914082.2413623,0.0,10,7
8332,0.317918,AntikÃ¶rper,Wotan Wilke MÃ¶hring|AndrÃ© Hennicke|Heinz Hoenig|Norman Reedus|Ulrike Krumbiegel,Christian Alvart,127.0,Kinowelt Filmproduktion|MedienKontor Movie GmbH,10,6.1,2005,2121470.25034353,0.0,4,24
9968,0.31701799999999997,The Big White,Robin Williams|Holly Hunter|Tim Blake Nelson|W. Earl Brown|Woody Harrelson,Mark Mylod,100.0,Capitol Films|Ascendant Pictures|Rising Star|Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG,40,6.2,2005,20098139.2137808,0.0,10,27
10845,0.31008,2001 Maniacs,Robert Englund|Dylan Edrington|Lin Shaye|Giuseppe Andrews|Jay Gillespie,Tim Sullivan,87.0,Raw Nerve|Velvet Steamroller Entertainment|BloodWorks,27,4.3,2005,3349689.86896348,0.0,5,12
14180,0.301564,Submerged,Steven Seagal|Christine Adams|William Hope|Nick Brimble|Vinnie Jones,Anthony Hickox,96.0,Nu Image / Millennium Films|Emmett Furla Oasis Films (EFO Films)|Luminosity Media,17,4.7,2005,16748449.344817402,0.0,5,6
18882,0.287286,Man-Thing,Matthew Le Nevez|Rachael Taylor|Jack Thompson|Rawiri Paratene|Steve Bastoni,Brett Leonard,97.0,Lions Gate Films|Artisan Entertainment|Marvel Enterprises,15,3.9,2005,8374224.672408701,159668.550420592,4,21
16411,0.285062,Tau man ji D,Jay Chou|Shawn Yue|Edison Chen|Anthony Wong|Anne Suzuki,Andrew Lau|Alan Mak,107.0,Media Asia Film|Sil-Metropole Organisation|Avex Inc.|Basic Pictures,33,6.0,2005,1729556.53567481,7923133.10338828,5,12
16455,0.27984899999999996,The Magic Roundabout,Ian McKellen|Kylie Minogue|Bill Nighy|Robbie Williams|Tom Baker,Dave Borthwick|Jean Duval|Frank Passingham,85.0,The Weinstein Company,20,5.4,2005,22331265.7930898,0.0,1,19
10263,0.278997,Tamara,Jenna Dewan|Marc Devigne|Chad Faust|Katie Stuart|Bryan Clark,Jeremy Haft,98.0,Lions Gate Films|City Lights Pictures,31,4.9,2005,5303675.62585884,230984.56429411398,5,12
2610,0.270403,Shopgirl,Steve Martin|Claire Danes|Jason Schwartzman|Bridgette Wilson|Frances Conroy,Anand Tucker,104.0,Epsilon Motion Pictures|Hyde Park Films|Shopgirl|Touchstone Pictures,31,5.8,2005,11483320.833407301,12938964.2959906,10,21
19495,0.27005300000000004,Nomad,Kuno Becker|Jay Hernandez|Jason Scott Lee|Doskhan Zholzhaksynov|Ayanat Ksenbai,Sergei Bodrov Jr.|Ivan Passer,112.0,Wild Bunch|Ibrus|Kazakhfilm Studios|True Story Production,11,3.9,2005,27914082.2413623,0.0,7,17
9701,0.269437,North Country,Charlize Theron|Elle Peterson|Thomas Curtis|Frances McDormand|Sean Bean,Niki Caro,126.0,Warner Bros.|Participant Media|Nick Wechsler Productions,63,6.8,2005,39079715.1379072,28164462.626560997,2,12
15624,0.40176799999999996,Conversations with Other Women,Helena Bonham Carter|Aaron Eckhart|Yury Tsykun|Brian Geraghty|Brianna Brown,Hans Canosa,84.0,Prophecy Pictures Ltd.|Gordonstreet Pictures,14,6.3,2005,502453.48034452205,1087002.27656089,9,2
7870,0.25238299999999997,Down in the Valley,Edward Norton|Evan Rachel Wood|David Morse|Rory Culkin|Bruce Dern,David Jacobson,112.0,Class 5 Films,33,5.8,2005,8932506.31723595,952285.565974207,5,13
13341,0.242227,Bad News Bears,Billy Bob Thornton|Ken Medlock|Aman Johal|Greg Kinnear|Marcia Gay Harden,Richard Linklater,113.0,Paramount Pictures,34,5.5,2005,33496898.689634804,38245471.526352,7,22
24546,0.21646700000000002,Into the Sun,Steven Seagal|Matthew Davis|Takao Osawa|William Atherton|Juliette Marquis,Mink ,97.0,Aries [jp],19,4.4,2005,16748449.344817402,0.0,3,8
15493,0.204153,Star Wreck: In the Pirkinning,Samuli Torssonen|Atte Joutsen|Timo Vuorensola|Antti Satama|Karoliina Blackburn,Timo Vuorensola,103.0,Energia Productions,13,7.1,2005,18309.4048237543,0.0,8,20
18191,0.204002,Edmond,William H. Macy|Joe Mantegna|Denise Richards|Mena Suvari|Bokeem Woodbine,Stuart Gordon,82.0,First Independent Pictures,16,5.8,2005,11.1656328965449,0.0,8,31
17880,0.19861099999999998,Because of Winn-Dixie,Jeff Daniels|AnnaSophia Robb|Cicely Tyson|Eva Marie Saint|Dave Matthews,Wayne Wang,106.0,Twentieth Century Fox Film Corporation,35,6.1,2005,15631886.0551629,36450818.2343271,2,18
9787,0.195984,Lords of Dogtown,Emile Hirsch|Victor Rasuk|Rebecca De Mornay|John Robinson|Michael Angarano,Catherine Hardwicke,107.0,Columbia Pictures|TriStar Pictures,118,6.9,2005,27914082.2413623,14975298.8286246,6,3
16608,0.19117699999999999,The Proposition,Guy Pearce|Ray Winstone|Emily Watson|Danny Huston|David Wenham,John Hillcoat,104.0,Autonomous|UK Film Council|Surefire Film Productions|Pictures in Paradise|Pacific Film and Television Commission,103,7.0,2005,2233126.57930898,5637185.26453561,10,6
10846,0.18868,La tigre e la neve,Roberto Benigni|Nicoletta Braschi|Tom Waits|Emilia Fox|Giuseppe Battiston,Roberto Benigni,114.0,Melampo Cinematografica,47,6.2,2005,39079715.1379072,0.0,10,14
9700,0.183927,The Lost City,Andy GarcÃ­a|Richard Bradford|Nestor Carbonell|Enrique Murciano|Dominik GarcÃ­a-Lorido,Andy GarcÃ­a,144.0,Lions Gate Films,13,6.4,2005,10719007.5806831,4897510.09736096,9,3
12261,0.182135,Carlito's Way: Rise to Power,Jay Hernandez|Mario Van Peebles|Luis GuzmÃ¡n|Sean Combs|Michael Kelly,Michael Bregman,100.0,Rogue Pictures,10,3.7,2005,10049069.6068904,0.0,9,27
19166,0.18024400000000002,House Of 9,Kelly Brook|Dennis Hopper|Hippolyte Girardot|Peter Capaldi|Susie Amy,Steven R. Monroe,86.0,Defender Production,16,4.7,2005,6699379.73792696,0.0,1,1
10579,0.324631,Dracula III: Legacy,Alexandra Wescourt|Jason Scott Lee|Jason London|Diane Neal|Claudiu Bleont,Patrick Lussier,86.0,Castel Film Romania|Neo Art & Logic|Dimension Films,13,3.6,2005,3907971.51379072,0.0,1,1
9009,0.177398,Dark Water,Jennifer Connelly|John C. Reilly|Tim Roth|Dougray Scott|Pete Postlethwaite,Walter Salles,105.0,Vertigo Entertainment|Touchstone Pictures|Post No Bills Films|Pandemonium Productions,113,5.2,2005,33496898.689634804,28442320.517754804,6,27
24702,0.172749,Shallow Ground,Timothy V. Murphy|Lindsey Stoddart|Rocky Marquette|Stan Kirsch|Patty McCormack,Sheldon Wilson,97.0,Deco Filmworks,15,5.0,2005,80392.55685512349,0.0,6,28
20981,0.168435,The Call of Cthulhu,Matt Foyer|John Bolen|Ralph Lucas|Chad Fifer|Susan Zucker,Andrew Leman,47.0,HPLHS,14,6.1,2005,55828.1644827247,0.0,1,1
148,0.168133,The Secret Life of Words,Sarah Polley|Tim Robbins|Javier CÃ¡mara|Eddie Marsan|Steven Mackintosh,Isabel Coixet,112.0,Hotshot Films,24,6.4,2005,5582816.44827246,0.0,12,15
10598,0.156031,Dirty,"Clifton Collins, Jr.|Cesar Garcia|Aimee Garcia|Brittany Daniel|Frank Alvarez",Chris Fisher,97.0,Deviant Films|Silver Nitrate Pictures,17,5.7,2005,3349689.86896348,0.0,11,10
9814,0.155495,Death Tunnel,Steffany Huckaby|Melanie Lewis|Yolanda Pecoraro|Kristin Novak|Annie Burgstede,Philip Adrian Booth,97.0,Sony Pictures Home Entertainment,14,4.3,2005,1674844.93448174,0.0,10,17
292,0.15144200000000002,Dave Chappelle's Block Party,Dave Chappelle|Erykah Badu|Common|Mos Def|Bilal,Michel Gondry,100.0,Yari Film Group,15,7.0,2005,3349689.86896348,13084552.983328698,9,12
6967,0.129724,Die weisse Massai,Nina Hoss|Jacky Ido|Katja Flint|Antonio Prester|Janek Rieke,Hermine Huntgeburth,131.0,Constantin Film Produktion|Bayerischer Banken-Fonds,10,6.5,2005,7815943.02758145,0.0,9,14
13498,0.12463099999999999,Man of the House,Tommy Lee Jones|Cedric the Entertainer|Christina Milian|Paula GarcÃ©s|Monica Keena,Stephen Herek,100.0,Columbia Pictures|Revolution Studios,64,5.5,2005,44662531.5861797,0.0,2,25
25967,0.115222,Isolation,Essie Davis|Sean Harris|Marcel IureÈ™|Crispin Letts|John Lynch,Billy O'Brien,95.0,Lions Gate Films|Element Films|Bord Scannan na hEireann / Irish Film Board|Film4|The Bureau,19,5.5,2005,5582816.44827246,0.0,9,10
18070,0.380058,Black Dawn,Steven Seagal|Tamara Davies|John Pyper-Ferguson|Julian Stone|Nicholas Davidoff,Alexander Gruszynski,96.0,Andrew Stevens Entertainment|Steamroller Productions|Sony Pictures Home Entertainment,11,4.2,2005,17865012.6344719,0.0,1,1
3527,0.35989,Don't Come Knocking,Sam Shepard|Jessica Lange|Sarah Polley|Tim Roth|Gabriel Mann,Wim Wenders,123.0,Sony Pictures Classics|Reverse Angle International|OcÃ©anic Films|Road Movies Filmproduktion|ZDF/Arte,11,6.0,2005,12282196.1861994,0.0,5,19
17919,0.294572,Human Trafficking,Mira Sorvino|Donald Sutherland|Robert Carlyle|Emma Campbell|Larry Day,Christian Duguay,176.0,Muse Entertainment Enterprises|For Sale Productions (Muse)|RHI Entertainment,12,7.0,2005,16748449.344817402,0.0,10,24
868,0.075624,Tsotsi,Presley Chweneyagae|Jerry Mofokeng|Terry Pheto|Kenneth Nkosi|Zenzo Ngqobe,Gavin Hood,94.0,Movieworld Productions|Industrial Development Corporation of South Africa|UK Film & TV Production Company|National Film & Video Foundation of South Africa,42,6.8,2005,3349689.86896348,11031612.921450999,8,18
15907,0.062064,Duma,Alex Michaeletos|Campbell Scott|Mary Makhatho|Nthabiseng Kenoshi|Hope Davis,Carroll Ballard,100.0,John Wells Productions|Pandora Pictures|Gaylord Films|Warner Bros.,22,7.0,2005,13398759.4758539,0.0,4,22
14788,0.188153,Bubble,Debbie Doebereiner|Omar Cowan|Dustin James Ashley|Phyllis Workman,Steven Soderbergh,73.0,Magnolia Pictures|Extension 765,15,6.6,2005,1786501.26344719,0.0,9,3
834,5.838503,Underworld: Evolution,Kate Beckinsale|Scott Speedman|Tony Curran|Shane Brolly|Derek Jacobi,Len Wiseman,106.0,Lakeshore Entertainment|Screen Gems,1015,6.3,2006,54083457.9145786,120433910.50117901,1,12
58,4.205992,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp|Orlando Bloom|Keira Knightley|Bill Nighy|Jack Davenport,Gore Verbinski,151.0,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,3181,6.8,2006,216333831.658314,1152691351.87119,6,20
920,3.941265,Cars,Owen Wilson|Paul Newman|Bonnie Hunt|Larry the Cable Guy|Cheech Marin,John Lasseter|Joe Ranft,117.0,Walt Disney Pictures|Pixar Animation Studios,2336,6.4,2006,129800298.994988,499712923.92372,6,8
36557,3.7895800000000004,Casino Royale,Daniel Craig|Eva Green|Mads Mikkelsen|Judi Dench|Jeffrey Wright,Martin Campbell,144.0,Eon Productions,2738,7.1,2006,162250373.74373502,647969539.331167,11,14
591,3.655536,The Da Vinci Code,Tom Hanks|Audrey Tautou|Ian McKellen|Paul Bettany|Jean Reno,Ron Howard,149.0,Columbia Pictures|Imagine Entertainment|Skylark Productions|Government of Malta,1585,6.4,2006,135208644.786446,820164661.414297,5,17
9762,3.206696,Step Up,Channing Tatum|Jenna Dewan|Damaine Radcliff|De'Shawn Washington|Mario,Anne Fletcher,104.0,Summit Entertainment|Offspring Entertainment|Touchstone Pictures|Eketahuna LLC,619,6.7,2006,12980029.8994988,123521044.035724,8,11
950,3.145562,Ice Age: The Meltdown,Ray Romano|John Leguizamo|Denis Leary|Queen Latifah|Seann William Scott,Carlos Saldanha,91.0,Blue Sky Studios|Twentieth Century Fox Animation,1775,6.4,2006,86533532.66332579,714919257.183175,3,23
956,3.098051,Mission: Impossible III,Tom Cruise|Philip Seymour Hoffman|Ving Rhames|Billy Crudup|Jonathan Rhys Meyers,J.J. Abrams,126.0,Paramount Pictures|Cruise/Wagner Productions|Studio Babelsberg|MI 3 Film|China Film Co-Production Corporation,1363,6.3,2006,162250373.74373502,430342087.606332,5,3
350,3.03143,The Devil Wears Prada,Meryl Streep|Anne Hathaway|Emily Blunt|Stanley Tucci|Simon Baker,David Frankel,109.0,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Peninsula Films|Fox 2000 Pictures,1773,7.0,2006,37858420.540205,353220246.986172,6,30
1422,2.81975,The Departed,Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Martin Sheen,Martin Scorsese,151.0,Vertigo Entertainment|Media Asia Films|Warner Bros.|Initial Entertainment Group (IEG)|Plan B Entertainment,2635,7.7,2006,97350224.24624151,313518943.434219,10,5
1581,2.606305,The Holiday,Cameron Diaz|Kate Winslet|Jude Law|Jack Black|Eli Wallach,Nancy Meyers,136.0,Columbia Pictures|Universal Pictures|Waverly Films|Relativity Media,748,6.7,2006,91941878.45478371,210026294.295568,12,8
1124,2.5820950000000003,The Prestige,Hugh Jackman|Christian Bale|Michael Caine|Scarlett Johansson|Andy Serkis,Christopher Nolan,130.0,Touchstone Pictures|Syncopy,2519,7.8,2006,43266766.33166289,118633483.003894,10,19
1593,2.313345,Night at the Museum,Ben Stiller|Jake Cherry|Carla Gugino|Robin Williams|Dick Van Dyke,Shawn Levy,108.0,Ingenious Film Partners|Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment,1572,6.2,2006,118983607.412073,621398207.739104,10,20
1164,2.160936,Babel,Brad Pitt|Cate Blanchett|Gael GarcÃ­a Bernal|Rinko Kikuchi|Adriana Barraza,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,143.0,Paramount Vantage|Media Rights Capital|Anonymous Content|Central Films,606,6.7,2006,27041728.9572893,146382484.05538502,9,8
9693,2.1083689999999997,Children of Men,Clive Owen|Michael Caine|Julianne Moore|Charlie Hunnam|Chiwetel Ejiofor,Alfonso CuarÃ³n,109.0,Universal Pictures|Strike Entertainment|Hit & Run Productions,1211,7.3,2006,82206856.0301595,75673304.978458,9,22
1452,1.9573310000000002,Superman Returns,Brandon Routh|Kevin Spacey|Kate Bosworth|James Marsden|Parker Posey,Bryan Singer,154.0,DC Comics|Legendary Pictures|Warner Bros.|Bad Hat Harry Productions,834,5.3,2006,292050672.73872405,423020463.774305,6,28
496,1.9307349999999999,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Sacha Baron Cohen|Ken Davitian|Luenell|Pamela Anderson|Bob Barr,Larry Charles,82.0,Twentieth Century Fox Film Corporation|Four By Two Productions,979,6.4,2006,19470044.8492483,282935169.83449703,11,2
9339,1.8887459999999998,Click,Adam Sandler|Kate Beckinsale|Christopher Walken|David Hasselhoff|Henry Winkler,Frank Coraci,107.0,Original Film|Columbia Pictures Corporation|Revolution Studios|Happy Madison Productions,1273,5.9,2006,89237705.5590547,257092530.630977,6,22
9767,1.76935,The Break-Up,Vince Vaughn|Jennifer Aniston|Joey Lauren Adams|Cole Hauser|Jon Favreau,Peyton Reed,106.0,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,520,5.5,2006,56246796.231161706,221741837.80565602,6,1
388,1.7472560000000001,Inside Man,Denzel Washington|Clive Owen|Jodie Foster|Christopher Plummer|Willem Dafoe,Spike Lee,129.0,Imagine Entertainment|Universal Pictures,990,7.2,2006,48675112.1231207,199434107.473133,3,23
7518,1.6152440000000001,Over the Hedge,Bruce Willis|Garry Shandling|Steve Carell|Wanda Sykes|William Shatner,Tim Johnson|Karey Kirkpatrick,83.0,Pacific Data Images (PDI)|DreamWorks Animation,617,6.2,2006,86533532.66332579,167679639.016715,4,22
1427,1.6128,Perfume: The Story of a Murderer,Ben Whishaw|Simon Chandler|David Calder|Richard Felix|Birgit Minichmayr,Tom Tykwer,147.0,Davis-Films|Nouvelles Ã‰ditions de Films (NEF)|Rising Star|VIP Medienfonds 4|Ikiru Films,647,7.0,2006,54083457.9145786,142975378.722118,9,13
1372,1.60314,Blood Diamond,Leonardo DiCaprio|Djimon Hounsou|Jennifer Connelly|Kagiso Kuypers|Arnold Vosloo,Edward Zwick,143.0,Bedford Falls Productions|Lonely Film Productions GmbH & Co. KG.|Virtual Studios|Spring Creek Productions|Warner Bros.,1394,7.2,2006,108166915.829157,184833371.57033798,12,7
1948,1.526073,Crank,Jason Statham|Amy Smart|Jose Pablo Cantillo|Efren Ramirez|Dwight Yoakam,Brian Taylor|Mark Neveldine,88.0,Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Radical Media,732,6.5,2006,12980029.8994988,46437182.983051,8,31
186,1.5203870000000002,Lucky Number Slevin,Josh Hartnett|Bruce Willis|Lucy Liu|Morgan Freeman|Ben Kingsley,Paul McGuigan,110.0,The Weinstein Company|FilmEngine|Capitol Films|Ascendant Pictures|VIP Medienfonds 4,787,7.3,2006,29205067.2738724,60907579.915610306,2,24
9036,1.51114,Eight Below,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett,Frank Marshall,120.0,"Walt Disney Pictures|Spyglass Entertainment|Vertigo Entertainment|Kennedy/Marshall Company, The|Mandeville Films",328,6.6,2006,43266766.33166289,130293533.641154,2,17
9286,1.498538,Final Destination 3,Mary Elizabeth Winstead|Ryan Merriman|Kris Lemche|Alexz Johnson|Sam Easton,James Wong,93.0,New Line Cinema|Zide-Perry Productions|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG|Hard Eight Pictures|Matinee Pictures,535,5.8,2006,27041728.9572893,127333182.54865201,2,10
588,1.4983520000000001,Silent Hill,Radha Mitchell|Sean Bean|Laurie Holden|Deborah Kara Unger|Kim Coates,Christophe Gans,125.0,Silent Hill DCP Inc.|Davis-Films|Konami,580,6.3,2006,54083457.9145786,105578971.52949399,4,21
9655,1.470711,She's the Man,Amanda Bynes|Channing Tatum|Laura Ramsey|Vinnie Jones|David Cross,Andy Fickman,105.0,DreamWorks SKG|Lakeshore Entertainment,395,6.3,2006,21633383.1658314,36656858.090739205,3,17
1381,1.432839,The Fountain,Hugh Jackman|Rachel Weisz|Ellen Burstyn|Mark Margolis|Stephen McHattie,Darren Aronofsky,96.0,Regency Enterprises|Warner Bros.|Muse Entertainment Enterprises|Protozoa Pictures|New Regency Pictures,371,6.7,2006,37858420.540205,16554827.4840451,9,6
9836,1.411147,Happy Feet,Lombardo Boyar|Robin Williams|Johnny A. Sanchez|Carlos Alazraqui|Jeffrey Garcia,George Miller,108.0,Village Roadshow Pictures|Kennedy Miller Productions|Kingdom Feature Productions|Warner Bros.|Animal Logic,876,5.8,2006,108166915.829157,415723973.606839,11,16
1246,1.409773,Rocky Balboa,Sylvester Stallone|Burt Young|Milo Ventimiglia|Geraldine Hughes|James Francis Kelly III,Sylvester Stallone,102.0,Columbia Pictures|Revolution Studios|Rogue Marble|Metro-Goldwyn-Mayer (MGM),455,6.4,2006,25960059.7989977,168438745.77865,12,20
11619,1.390297,Flushed Away,Hugh Jackman|Kate Winslet|Ian McKellen|Jean Reno|Bill Nighy,David Bowers|Sam Fell,85.0,Aardman Animations|DreamWorks Animation,488,6.0,2006,161168704.585444,69723654.0817705,10,22
9904,1.363623,The Wild,Kiefer Sutherland|Jim Belushi|Eddie Izzard|Janeane Garofalo|William Shatner,Steve 'Spaz' Williams,94.0,Walt Disney Pictures|Contrafilm|C.O.R.E. Feature Animation|Hoytyboy Pictures|Nigel Productions,137,5.2,2006,86533532.66332579,40437169.570353396,3,6
7551,1.35007,DÃ©jÃ  Vu,Denzel Washington|Paula Patton|Val Kilmer|Jim Caviezel|Adam Goldberg,Tony Scott,126.0,Jerry Bruckheimer Films|Scott Free Productions|Touchstone Pictures,862,6.5,2006,81125186.87186791,195303533.131688,11,21
